name,gu,address,class,cafe_menu,review_count,review_top3,background_image_url
알트,서대문구,"서울 서대문구 연희로 122 경교빌딩 1층 104호, 105호","카페,디저트","['가볍고 속편한 하루세트', '비건으로 당채우기', '나에게 주는 선물', '실패 불가능한 궁합']",313,"['디저트가 맛있어요', '친절해요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20231104_211%2F1699072147621QsX0E_JPEG%2Fabc2d9c6-7aca-11ee-95cd-a0369ffbf8a4_03.jpg
비밀베이커리 이대점,서대문구,서울 서대문구 이화여대7길 48 1층 비밀베이커리,베이커리,"['녹차타르트', '닭가슴살 수비드 샐러드', '비밀샌드위치', '크렌베리 캄파뉴']",999+,"['빵이 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190320_235%2F1553052427940Fdk7f_JPEG%2F-OSWyF71iGImSP9S3j5gsToh.jpeg.jpg
원즈오운,서대문구,서울 서대문구 이화여대길 20 1층,베이커리,"['잠봉뵈르', '허머스 라페 치아바타', '사과 콩포트 브리치즈 바게트', '스모크드 베이컨 할라피뇨 바게트']",681,"['빵이 맛있어요', '인테리어가 멋져요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210703_300%2F1625245708922jjKrU_JPEG%2FGq7QY33Nr235NES3OaEAoDZC.jpeg.jpg
독일빵집,서대문구,서울 서대문구 연희로11길 22,베이커리,"['밀크빵', '시나몬파이', '모카찰떡빵']",662,"['빵이 맛있어요', '가성비가 좋아요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190703_64%2F15621426312035xEoC_JPEG%2FxlSraGnfBGvxykDNKlwQMtNM.jpg
유원섬커피,서대문구,서울 서대문구 연세로 42-24,카페,"['크램브뤨레', '커스타드푸딩', '커피']",533,"['디저트가 맛있어요', '커피가 맛있어요', '인테리어가 멋져요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180605_49%2F15282080963532F7E7_JPEG%2Fisx5Q87nZt-VKlGduslGlzPe.jpg
통인동커피공방 신촌로스팅라이브러리,서대문구,서울 서대문구 연세로 13 유플렉스 12층,카페,"['더치오트(Only Ice)', '아메리카노', '롱블랙(Only Hot)', '카페라떼']",280,"['커피가 맛있어요', '뷰가 좋아요', '인테리어가 멋져요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191030_75%2F15724388732505hOu9_JPEG%2F_RGK3DPCqnqOry46WhH2oFoS.jpg
호밀밭,서대문구,서울 서대문구 신촌역로 43 1층,카페,"['밀크빙수', '녹차빙수', '커피빙수', '아메리카노']",999+,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '가성비가 좋아요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_263%2F1440994584315eRle9_JPEG%2F156155414241870_0.jpg
꽃피다이화다방,서대문구,서울 서대문구 이화여대길 75 이화타워8층 이화다방,카페,"['카페라떼 hot', '아메리카노', '카페라떼']",432,"['집중하기 좋아요', '커피가 맛있어요', '뷰가 좋아요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210128_74%2F1611839422921G9Stf_JPEG%2FBUhUVnPHuLlldV8FeUXk4S3E.jpeg.jpg
베지밍베이크,서대문구,서울 서대문구 신촌로11길 7 1층,"카페,디저트","['비건 푸딩케', '비건 글루텐프리 케이크']",106,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230905_77%2F1693921971206fs918_JPEG%2FIMG_8679.jpeg
파파브레드,서대문구,서울 서대문구 북아현로2안길 6,베이커리,[],999+,"['빵이 맛있어요', '친절해요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190807_146%2F1565166153586KBgX0_JPEG%2FQc9U1l6DIk-S6GbaXLi355ww.jpeg.jpg
플릭온커피,서대문구,서울 서대문구 연세로4길 40 1층,"카페,디저트","['필터 커피 (핸드 드립 커피)', '티라미수', '크렘 시트론', '그랑누아']",305,"['커피가 맛있어요', '친절해요', '디저트가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210813_16%2F1628837160130n9tVb_JPEG%2FY--F2QB6k3L01ix53hsXa8ww.jpg
롤리홀리,서대문구,서울 서대문구 통일로 510 상가 2층( 메가커피 이디야 건물 2층),베이커리,"['당일제작케이크', '주문제작케이크', '캐릭터마카롱']",552,"['친절해요', '특별한 메뉴가 있어요', '빵이 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230904_30%2F1693795006579eBzDd_JPEG%2FSmartSelect_20230904_113601_Instagram.jpg
온고 파티스리,서대문구,서울 서대문구 연희로11길 71 지층,베이커리,"['위크엔드 등', '슈']",327,"['빵이 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20231021_147%2F1697868824905krCV8_JPEG%2FKakaoTalk_20231021_151233289.jpg
옥루몽 신촌본점,서대문구,서울 서대문구 연대동문길 18,빙수,"['가마솥 전통팥죽', '가마솥 전통팥빙수', '인절미 빙수', '시그니처 팥라떼']",797,"['디저트가 맛있어요', '커피가 맛있어요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230630_5%2F1688111210075FGE4R_JPEG%2F1DBDEA6E-262B-4A2C-8FB9-BBE28BE080C6.jpeg
카페페라유니크,서대문구,"서울 서대문구 이화여대길 52-45 2층, 3층","카페,디저트","['무화과 생크림케이크', '무화과 타르트', '초코 쉬폰', '머드초코']",662,"['디저트가 맛있어요', '커피가 맛있어요', '대화하기 좋아요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200423_270%2F1587643444012tU2m6_JPEG%2FkgneiIWz3GFB6VjOnDr1Fu6R.jpg
랩트,서대문구,서울 서대문구 연희로11길 51 1층,카페,"['얼그레이초코롤', '초코베리롤', '티라미수']",119,"['디저트가 맛있어요', '커피가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230205_114%2F1675566649297FG7BA_JPEG%2F714CAE31-AF23-44E3-9797-7D3967C35461.jpeg
네마 커피,서대문구,서울 서대문구 거북골로 208-1,"카페,디저트","['아메리카노', '카페라떼', '소금빵', '크루아상']",349,"['커피가 맛있어요', '디저트가 맛있어요', '인테리어가 멋져요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231124_120%2F1700807382780rgwrI_JPEG%2FKakaoTalk_20231124_152840385_01.jpg
브라운체리,서대문구,"서울 서대문구 모래내로15길 58 1층, 브라운체리 원두상점","카페,디저트","['카페라떼', '아메리카노', '아포가토', '시그니처라떼']",592,"['커피가 맛있어요', '친절해요', '매장이 청결해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200118_287%2F1579336498307zTGEI_JPEG%2FZSOloZ0RJ47iiIWDVXhT_7Sk.jpg
고유,서대문구,서울 서대문구 연희로 90-1 2층 202호,"카페,디저트","['고구미 케이키', '이튼 메스', '치즈 케이크(kiri 크림치즈)', '당근 케이크']",40,"['디저트가 맛있어요', '커피가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231102_81%2F1698912987343NW8B6_JPEG%2FDSC00038.jpeg
베이크니드,서대문구,서울 서대문구 북아현로 98 102호,베이커리,"['불고기고로케', '감자고로케', '누텔라 페스츄리', '로투스 페스츄리']",303,"['빵이 맛있어요', '친절해요', '커피가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231102_240%2F16989300205008H7iA_JPEG%2F789F7E2D-BEEA-41A0-A35D-C23E7B0D0891.jpeg
객기,서대문구,"서울 서대문구 증가로 49-1 1층 좌측호 , 금일식당 옆 통유리로 된 가게",케이크전문,"['과테말라 ( hot / ice )', '케냐 ( hot / ice )', '크림 페스츄리', '치즈 케이크 바']",13,"['디저트가 맛있어요', '커피가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230917_287%2F1694911178734c6Az1_PNG%2FIMG_0269.png
올레무스,서대문구,서울 서대문구 연희로5길 58 1층,"카페,디저트","['모나카 아이스크림', '몽블랑', '말차', '옥로-줄기차']",999+,['리뷰 참여자가 10명이 되지 않습니다.'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200501_24%2F1588311129449422LX_JPEG%2FV_qJ5r8GSCDrjjvBskJzI_s7.jpeg.jpg
카페 에뚜왈,서대문구,서울 서대문구 충정로4길 28 카페 에뚜왈,"카페,디저트","['에스프레소', '아메리카노', '라떼', '카푸치노']",999+,"['디저트가 맛있어요', '커피가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230807_169%2F1691375542382KWTCc_JPEG%2FIMG_1808.jpeg
까페 힐,서대문구,서울 서대문구 연희로11다길 15 Y2빌딩 2층 201호,"카페,디저트",['밤 크림 라떼'],87,"['인테리어가 멋져요', '뷰가 좋아요', '사진이 잘 나와요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230704_253%2F1688446720581CpPlU_JPEG%2FKakaoTalk_20221217_125350430.jpg
사오 신촌점,서대문구,서울 서대문구 연세로 19 사오 신촌점,베이커리,"['크로칸슈', '카라멜 크로칸슈', '크로칸볼', '에그타르트']",789,"['빵이 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230429_76%2F1682756483005JcV5d_JPEG%2FPoint_Blur_Apr292023_172104.jpg
포싵,서대문구,서울 서대문구 연희로12길 10-4 1층 FAUCET,케이크전문,"['커스텀케이크', '커스텀케이크', '커스텀케이크', '커스텀케이크']",23,['리뷰 참여자가 10명이 되지 않습니다.'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230613_280%2F1686623556029oVoEa_JPEG%2FIMG_0550.jpeg
하이드미플리즈 홍제,서대문구,서울 서대문구 통일로39나길 5,카페,"['잠봉뵈르 도넛', '레몬크림 도넛', '쑥팥떡 꾸덕바', '딸기치즈케이크 꾸덕바']",999+,"['디저트가 맛있어요', '커피가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230602_146%2F1685699666897enVMa_JPEG%2FKakaoTalk_Photo_2023-06-02-18-46-51_005.jpeg
로네펠트 티하우스 서대문,서대문구,서울 서대문구 충정로 71-5,"카페,디저트","['[패스오더전용] 100원 아메리카노', '밀크티', '티캐디', '아인슈페너']",719,"['음료가 맛있어요', '커피가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170320_295%2F1490009623031itpKC_JPEG%2F186270606361847_0.jpeg
헷키,서대문구,서울 서대문구 가재울로4길 62 1층,카페,"['드립커피', '호지차 딸기 타르트', '몽블랑 타르트', '딸기 바질 롤케이크']",78,"['디저트가 맛있어요', '커피가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230424_42%2F1682306823302Yct3k_JPEG%2F1122B22F-D521-4BCD-96EE-D74326B11973.jpeg
파랑베이커리,서대문구,서울 서대문구 남가좌동 124-1,베이커리,"['쇼콜라크랜베리', '통밀무화과', '마롱깜빠뉴', '호밀건강빵']",999+,"['빵이 맛있어요', '가성비가 좋아요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160603_69%2F1464940924912lvNba_JPEG%2F176480546350701_0.jpeg
피터팬 사러가점,서대문구,서울 서대문구 연희맛로 23 사러가쇼핑,베이커리,"['딸기딸기딸기 1호', '딸기생크림 1호', '크로칸토모카', '피터팬']",999+,"['빵이 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200302_24%2F1583128233111MYutY_JPEG%2FfthbmffAlIaXiLaliAEB_5bx.jpeg.jpg
투썸플레이스 신촌점,서대문구,서울 서대문구 연세로 1,카페,"['엘더플라워 블랙티(R)', '떠먹는티라미수', '골드 초콜릿 래밍턴', '카페 에그노그(R)']",999+,"['커피가 맛있어요', '디저트가 맛있어요', '음료가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220809_25%2F1659992316416M6ffU_JPEG%2FB88DB971-6C9B-499F-9AC5-ED79F2F31FA5.jpeg
신촌브루스,서대문구,서울 서대문구 신촌로 87-4 B동 4층,"카페,디저트","['플레인 휘낭시에', '크로플 싱글', '애플 바스크 치즈 케이크']",575,"['친절해요', '커피가 맛있어요', '디저트가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200429_222%2F1588131328445mFxwX_JPEG%2FjEgeCUQtcY_uaOmde79gfBmy.jpg
스타벅스 홍제역점,서대문구,서울 서대문구 통일로 451,카페,"['토피 넛 라떼', '토피 넛 팡도르', '별의 별 샌드위치', '스타벅스 딸기 라떼']",999+,"['커피가 맛있어요', '친절해요', '음료가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
투썸플레이스 신촌연세로점,서대문구,서울 서대문구 연세로 28,카페,"['아메리카노', '스트로베리초콜릿생크림', '카페라떼', '카페모카']",999+,"['커피가 맛있어요', '디저트가 맛있어요', '음료가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220812_2%2F1660268395908PakPE_JPEG%2FF5506480-55D8-4C50-84AD-87C5E7D31FB7.jpeg
JMD.coffee,서대문구,서울 서대문구 통일로17길 16 JMD coffee,카페,"['콜드브루', '핸드드립', '인왕산라떼', '아메리카노']",312,"['뷰가 좋아요', '커피가 맛있어요', '인테리어가 멋져요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220805_227%2F1659683269999ATjPW_JPEG%2FJMD7.jpg
에페메흐 신촌,서대문구,서울 서대문구 신촌역로 39 1층,"카페,디저트","['파리브레스트', '바닐라 타르트', '오헝쥬 쇼콜라', '블루베리 타르트']",275,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230523_271%2F1684834745158TJfOq_JPEG%2F92E18203-5FAF-4BC5-A16A-81CD507D3736.jpeg
콜드레시피,서대문구,서울 서대문구 연희로11라길 2,아이스크림,"['싱글', '더블(S)', '모나카', '(포장) 파인트-한가지맛']",641,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200408_120%2F1586341181309EplwD_JPEG%2FE8J890-kdkhMiMJW7uGMG4Qv.jpg
카페문,서대문구,서울 서대문구 이화여대2가길 10,초콜릿전문점,"['매장이용 시 커피류', '캘리카페라떼', '마카롱 개당', '봉봉초콜릿 1개']",650,"['커피가 맛있어요', '친절해요', '디저트가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230404_209%2F1680552458685YJNH2_JPEG%2FIMG_0684.jpeg
뉘블랑쉬,서대문구,서울 서대문구 연희로15길 52 지층,베이커리,"['에스프레소 크로와상', '흑맥주 사워도우', '크로와상', '아몬드 크로와상']",383,"['빵이 맛있어요', '친절해요', '커피가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200811_127%2F1597131113176liFRL_JPEG%2F1O4H184xj6wRZrvkADFFTRMT.jpeg.jpg
북카페/서점 피터캣,서대문구,서울 서대문구 신촌로 21 2층,북카페,"['진저하이볼', '샹그리아 에이드', '얼그레이 하이볼', '아메리카노']",105,"['집중하기 좋아요', '친절해요', '읽을만한 책이 많아요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200106_179%2F1578284469801gYmW4_JPEG%2FmiJPonGq0ehaSfj4SQrwLk9O.jpg
비건이레,서대문구,서울 서대문구 경기대로 33 1층,베이커리,"['비건 쿠키', '비건 케이크', '비건 스콘', '비건 티케이크']",145,"['빵이 맛있어요', '친절해요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230222_35%2F1677041336534ctufd_JPEG%2FKakaoTalk_20230208_135640983.jpg
수신당,서대문구,서울 서대문구 수색로2길 39 1층 110-4호,베이커리,"['소금빵', '마늘 바게트', '대파 바게트', '슈톨렌(11~12월 시즌한정)']",399,"['빵이 맛있어요', '친절해요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230619_38%2F16871850831734opMb_JPEG%2FKakaoTalk_Photo_2023-06-10-07-34-32_002.jpeg
알레스구떼,서대문구,서울 서대문구 연희로26길 4,베이커리,['까망베르'],669,"['빵이 맛있어요', '친절해요', '커피가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230623_251%2F1687497148191Rl9ux_JPEG%2F20230613_115648.jpg
산사나무탕후루 이대점,서대문구,서울 서대문구 이화여대8길 2 1동 105호 산사나무탕후루 이대점,"카페,디저트","['갓성비 3개세트', '갓성비 5개세트', '[무無첨가] 미니1600~귤', '[무료배달] 생딸기 탕후루 카라멜향']",43,['리뷰 참여자가 10명이 되지 않습니다.'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230922_9%2F1695369525585wzcjv_JPEG%2F%25F8%25B8_20230922165723.jpg
몰리스,서대문구,서울 서대문구 연세로5다길 22-7,케이크전문,"['카모마일', '복숭아 아이스티', '에스프레소', '아메리카노']",551,"['디저트가 맛있어요', '커피가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_170%2F1441084453060p5pRU_JPEG%2F166373505745359_0.jpeg
벨라프라하,서대문구,서울 서대문구 이화여대길 77,카페,"['에스프레소', '룽고', '도피오', '에스프레소 마끼아또']",775,"['커피가 맛있어요', '디저트가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220806_51%2F1659789437484ABJAJ_JPEG%2FQhPHNAc3YW4INmBD3Wu5ccit.jpg
선휴커피,서대문구,서울 서대문구 거북골로 79 2층,"카페,디저트","['필터커피', '모약과', '하귤매화고', '선휴 플랫']",200,"['커피가 맛있어요', '친절해요', '디저트가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230603_30%2F1685791448042HVjKk_JPEG%2F20230602_145219.jpg
티아레나,서대문구,서울 서대문구 연희맛로 43-2,홍차전문점,"['브랜드 티', '스콘', '한국커피협회 티마스터자격증', '아메리카노']",563,"['차가 맛있어요', '인테리어가 멋져요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230721_224%2F1689919227229CY9hL_JPEG%2F%25BB%25E7%25C1%25F83.jpg
팀메리 신촌점,서대문구,서울 서대문구 연세로11길 15 2층,"카페,디저트","['크런치크림', '팀메리', '레이첼럽', '그릭요거트 대용량']",221,"['친절해요', '디저트가 맛있어요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221219_63%2F1671437569251ob6vI_JPEG%2FKakaoTalk_20221219_171152288_01.jpg
쇼콜라티끄,서대문구,서울 서대문구 연희맛로 17-18,초콜릿전문점,"['기프트 세트 4', '기프트 세트 6', '기프트 세트 12', '기프트 세트 15']",242,"['디저트가 맛있어요', '선물하기 좋아요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230311_121%2F16784926205689uLwf_JPEG%2F3A0306D9-B6C3-45B5-A858-F45285D9C403.jpeg
비에이글,서대문구,서울 서대문구 충정로 24 1층,"카페,디저트","['아메리카노', '카페라떼', '바닐라라떼', '플레인 베이글']",232,"['커피가 맛있어요', '디저트가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230412_120%2F1681304314101gtLdj_JPEG%2F73107878-8C9D-4D73-BCEB-F846FA6DC0C5.jpeg
달인꽈배기,서대문구,서울 서대문구 통일로 205-3,베이커리,"['꽈배기3개', '찹쌀도너츠5개', '팥도너츠3개', '꽈배기 소(선물포장)']",181,"['빵이 맛있어요', '가성비가 좋아요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201019_101%2F1603110023160UP8V7_JPEG%2FTidEXw-k0PhhxNWtxQw-mc3Z.jpg
감과당,서대문구,서울 서대문구 증가로 24 2층,"카페,디저트","['개성주악', '화과자', '곶감단지', '도라지 정과']",121,"['디저트가 맛있어요', '친절해요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231111_123%2F1699674870311vtUnN_JPEG%2F1699674854847.jpg
휴,서대문구,서울 서대문구 연희로 46 1층,"카페,디저트","['카페라떼', '아메리카노', '파니니', '토마토 파스타 (초리조or쉬림프 선택']",32,"['커피가 맛있어요', '인테리어가 멋져요', '대화하기 좋아요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230810_117%2F1691641358735jBJLP_JPEG%2FF81C2005-1B5E-4A64-B9CA-5DB58ABA0FD8.jpeg
제니스 까페,서대문구,서울 서대문구 연희맛로 17-49,카페,"['버섯 스파게티', '봉골레', '버섯과 치즈뇨끼', '마르게리따']",999+,"['특별한 메뉴가 있어요', '친절해요', '대화하기 좋아요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160121_152%2F1453345756707ILbf2_JPEG%2F176071523935549_0.jpg
초코블로썸,서대문구,서울 서대문구 명물길 50-4 지하 초코블로썸,카페,"['딥블로썸빙수', '마일드', '블로썸', '비터']",358,"['디저트가 맛있어요', '음료가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_196%2F1441081966368xaio3_JPEG%2FSUBMIT_1363593877998_21250674.jpg
카페 플레이스,서대문구,"서울 서대문구 연세로 20 . 2,3층",카페,['아메리카노'],81,"['커피가 맛있어요', '집중하기 좋아요', '좌석이 편해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230208_260%2F16758254374202I8jX_JPEG%2F20230114_165650.jpg
다크에디션커피,서대문구,서울 서대문구 연희로11마길 12 1층,카페,['드립커피'],54,"['커피가 맛있어요', '친절해요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230610_98%2F1686392782352KVvwi_PNG%2F7F8692DE-E545-43EC-BC3F-FB70FAD4CEF5.png
복호두 DMC점,서대문구,서울 서대문구 거북골로14길 32 DMC 아이파크아파트 상가동 104호,호두과자,"['팥+앙버터 호두과자(20개입)', '답례품(8구)', '앙버터 호두과자(20개입)', '앙버터+레몬버터 호두과자(20개입)']",394,"['디저트가 맛있어요', '친절해요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221218_3%2F1671353601582zfcRM_JPEG%2FKakaoTalk_20221218_172925327.jpg
프레스도넛 연희,서대문구,서울 서대문구 연희로15길 43 1층,"카페,디저트","['크림브륄레', '어니언크림치즈&바질', '커스터드크림', '크리스펄 초코']",543,"['디저트가 맛있어요', '커피가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230309_159%2F1678365507720mYwSw_JPEG%2FBDBDAE58-8315-48B9-B845-4979D324BDD9.jpeg
스타벅스 이대역점,서대문구,서울 서대문구 신촌로 183,카페,"['카페 라떼', '카푸치노', '토피 넛 라떼', '토피 넛 팡도르']",853,"['커피가 맛있어요', '친절해요', '음료가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
